sentences,label
"Adding a GPG keyIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In the user settings sidebar, click SSH and GPG keys",1
Click New GPG key,1
"In the ""Key"" field, paste the GPG key you copied when you generated your GPG key",1
Click Add GPG key,1
"To confirm the action, enter your GitHub password",1
"Further reading""Checking for existing GPG keys""""Generating a new GPG key""""Telling Git about your signing key""""Associating an email with your GPG key""""Signing commits and tags using GPG keys""",0
"Checking your commit signature verification statusOn GitHub, navigate to your pull request",0
"On the pull request, click  Commits",1
"Next to your commit's abbreviated commit hash, there is a box that shows whether your commit signature is verified, partially verified, or unverified",1
"To view more detailed information about the commit signature, click Verified, Partially verified, or Unverified",1
"Checking your tag signature verification statusOn GitHub, navigate to the main page of the repository",0
"To the right of the list of files, click Releases or Latest release",1
"At the top of the Releases page, click Tags",1
"Next to your tag description, there is a box that shows whether your tag signature is verified, partially verified, or unverified",1
"To view more detailed information about the tag signature, click Verified, Partially verified, or Unverified",1
"Further reading""About commit signature verification""""Signing commits""""Signing tags""",0
Note: Vigilant mode is currently in beta and subject to change,0
"About vigilant modeWhen you work locally on your computer, Git allows you to set the author of your changes and the identity of the committer",0
"This, potentially, makes it difficult for other people to be confident that commits and tags you create were actually created by you",0
To help solve this problem you can sign your commits and tags,0
"For more information, see ""Signing commits"" and ""Signing tags",0
""" GitHub marks signed commits and tags with a verification status",0
"By default commits and tags are marked ""Verified"" if they are signed with a GPG or S/MIME key that was successfully verified",0
"If a commit or tag has a signature that can't be verified, GitHub marks the commit or tag ""Unverified",0
""" In all other cases no verification status is displayed",0
"However, you can give other users increased confidence in the identity attributed to your commits and tags by enabling vigilant mode in your GitHub settings",0
"With vigilant mode enabled, all of your commits and tags are marked with one of three verification statuses",0
"StatusDescriptionVerifiedThe commit is signed, the signature was successfully verified, and the committer is the only author who has enabled vigilant mode",0
"Partially verifiedThe commit is signed, and the signature was successfully verified, but the commit has an author who: a) is not the committer and b) has enabled vigilant mode",0
"In this case, the commit signature doesn't guarantee the consent of the author, so the commit is only partially verified",0
UnverifiedAny of the following is true:- The commit is signed but the signature could not be verified,0
- The commit is not signed and the committer has enabled vigilant mode,0
